Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Kazakhstan,Central and Southern Asia,2012,Male,10 years old and over,1.85,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2003,Male,10 years old and over,0.6,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2008,Male,10 years old and over,0.4,Hours per day,2022,Sem Informação
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2013,Male,10 years old and over,0.6000000000000001,Hours per day,2022,1.0
Luxembourg,Europe and Northern America,2014,Male,10 years old and over,1.7,Hours per day,2022,1.0
Malta,Europe and Northern America,2002,Male,10 years old and over,1.683333333333333,Hours per day,2022,1.0
Mauritius,Sub-Saharan Africa,2003,Male,10 years old and over,1.15,Hours per day,2022,1.0
South Africa,Sub-Saharan Africa,2000,Male,10 years old and over,1.3,Hours per day,2022,Sem Informação
South Africa,Sub-Saharan Africa,2010,Male,10 years old and over,1.55,Hours per day,2022,1.0
Thailand,Eastern and South-Eastern Asia,2009,Male,10 years old and over,0.8,Hours per day,2022,1.0
North Macedonia,Europe and Northern America,2009,Male,10 years old and over,1.333333333333333,Hours per day,2022,Sem Informação
North Macedonia,Europe and Northern America,2015,Male,10 years old and over,1.3,Hours per day,2022,1.0
Egypt,Northern Africa and Western Asia,2015,Male,10 years old and over,0.5833333333333333,Hours per day,2022,1.0
Algeria,Northern Africa and Western Asia,2012,Female,12 years old and over,5.2,Hours per day,2022,1.0
Belgium,Europe and Northern America,2005,Female,12 years old and over,3.6,Hours per day,2022,Sem Informação
Belgium,Europe and Northern America,2013,Female,12 years old and over,3.816666666666666,Hours per day,2022,1.0
Belgium,Europe and Northern America,2000,Female,12 years old and over,3.85,Hours per day,2022,Sem Informação
Kyrgyzstan,Central and Southern Asia,2010,Female,12 years old and over,4.5,Hours per day,2022,Sem Informação
Kyrgyzstan,Central and Southern Asia,2015,Female,12 years old and over,4.033333333333332,Hours per day,2022,1.0
Netherlands,Europe and Northern America,2001,Female,12 years old and over,3.6,Hours per day,2022,Sem Informação
Netherlands,Europe and Northern America,2003,Female,12 years old and over,3.633333333333334,Hours per day,2022,1.0
New Zealand,Australia and New Zealand,2010,Female,12 years old and over,4.333333333333332,Hours per day,2022,1.0
Algeria,Northern Africa and Western Asia,2012,Male,12 years old and over,0.9,Hours per day,2022,1.0
Belgium,Europe and Northern America,2005,Male,12 years old and over,2.216666666666667,Hours per day,2022,Sem Informação
Belgium,Europe and Northern America,2013,Male,12 years old and over,2.416666666666666,Hours per day,2022,1.0
Belgium,Europe and Northern America,2000,Male,12 years old and over,2.216666666666667,Hours per day,2022,Sem Informação
Kyrgyzstan,Central and Southern Asia,2010,Male,12 years old and over,1.516666666666667,Hours per day,2022,Sem Informação
Kyrgyzstan,Central and Southern Asia,2015,Male,12 years old and over,2.283333333333333,Hours per day,2022,1.0
Netherlands,Europe and Northern America,2001,Male,12 years old and over,2.033333333333333,Hours per day,2022,Sem Informação
Netherlands,Europe and Northern America,2003,Male,12 years old and over,1.933333333333333,Hours per day,2022,1.0
New Zealand,Australia and New Zealand,2010,Male,12 years old and over,2.533333333333333,Hours per day,2022,1.0
Uruguay,Latin America and the Caribbean,2007,Female,14 years old and over,4.716666666666667,Hours per day,2022,1.0
Uruguay,Latin America and the Caribbean,2007,Male,14 years old and over,1.833333333333333,Hours per day,2022,1.0
Azerbaijan,Northern Africa and Western Asia,2008,Female,15 years old and over,6.1,Hours per day,2022,1.0
Argentina,Latin America and the Caribbean,2005,Female,15 years old and over,4.016666666666667,Hours per day,2022,Sem Informação
Argentina,Latin America and the Caribbean,2010,Female,15 years old and over,4.200000000000001,Hours per day,2022,Sem Informação
Argentina,Latin America and the Caribbean,2013,Female,15 years old and over,5.620473504066467,Hours per day,2022,1.0
Bhutan,Central and Southern Asia,2015,Female,15 years old and over,3.6,Hours per day,2022,1.0
Bolivia (Plurinational State of),Latin America and the Caribbean,2001,Female,15 years old and over,5.548622131347656,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2012,Female,15 years old and over,3.164071083068848,Hours per day,2022,Sem Informação
Brazil,Latin America and the Caribbean,2017,Female,15 years old and over,2.78595288,Hours per day,2022,1.0
China,Eastern and South-Eastern Asia,2008,Female,15 years old and over,3.883333333333334,Hours per day,2022,Sem Informação
China,Eastern and South-Eastern Asia,2018,Female,15 years old and over,3.683333333333334,Hours per day,2022,1.0
Cuba,Latin America and the Caribbean,2001,Female,15 years old and over,3.916666666666667,Hours per day,2022,Sem Informação
Cuba,Latin America and the Caribbean,2016,Female,15 years old and over,5.04,Hours per day,2022,1.0
Dominican Republic,Latin America and the Caribbean,2016,Female,15 years old and over,4.01012924194336,Hours per day,2022,1.0
Ecuador,Latin America and the Caribbean,2012,Female,15 years old and over,4.7388116448,Hours per day,2022,1.0
El Salvador,Latin America and the Caribbean,2010,Female,15 years old and over,5.459518432617188,Hours per day,2022,Sem Informação
El Salvador,Latin America and the Caribbean,2017,Female,15 years old and over,4.851060240000001,Hours per day,2022,1.0
Guatemala,Latin America and the Caribbean,2014,Female,15 years old and over,4.264084696769714,Hours per day,2022,Sem Informação
Guatemala,Latin America and the Caribbean,2017,Female,15 years old and over,4.6758563232,Hours per day,2022,1.0
Honduras,Latin America and the Caribbean,2009,Female,15 years old and over,4.150970220565796,Hours per day,2022,1.0
"China, Hong Kong Special Administrative Region",Eastern and South-Eastern Asia,2013,Female,15 years old and over,2.6,Hours per day,2022,1.0
"China, Hong Kong Special Administrative Region",Eastern and South-Eastern Asia,2002,Female,15 years old and over,3.299999999999999,Hours per day,2022,Sem Informação
Hungary,Europe and Northern America,2000,Female,15 years old and over,4.683333333333334,Hours per day,2022,Sem Informação
Iran (Islamic Republic of),Central and Southern Asia,2009,Female,15 years old and over,5.05,Hours per day,2022,1.0
Lesotho,Sub-Saharan Africa,2003,Female,15 years old and over,3.733333333333333,Hours per day,2022,1.0
Malawi,Sub-Saharan Africa,2005,Female,15 years old and over,2.083333333333334,Hours per day,2022,1.0
Morocco,Northern Africa and Western Asia,2012,Female,15 years old and over,5.000000000000001,Hours per day,2022,1.0
Panama,Latin America and the Caribbean,2011,Female,15 years old and over,4.308393859199999,Hours per day,2022,1.0
Qatar,Northern Africa and Western Asia,2013,Female,15 years old and over,1.966666666666667,Hours per day,2022,1.0
Réunion,Sub-Saharan Africa,2010,Female,15 years old and over,3.866666666666666,Hours per day,2022,1.0
Russian Federation,Europe and Northern America,2014,Female,15 years old and over,4.416666666666667,Hours per day,2022,1.0
Tunisia,Northern Africa and Western Asia,2006,Female,15 years old and over,5.266666666666667,Hours per day,2022,1.0
United Republic of Tanzania,Sub-Saharan Africa,2006,Female,15 years old and over,4.1,Hours per day,2022,1.0
Uruguay,Latin America and the Caribbean,2007,Female,15 years old and over,6.05,Hours per day,2022,Sem Informação
Uruguay,Latin America and the Caribbean,2013,Female,15 years old and over,4.769940376281738,Hours per day,2022,1.0
Azerbaijan,Northern Africa and Western Asia,2008,Male,15 years old and over,2.133333333333333,Hours per day,2022,1.0
Argentina,Latin America and the Caribbean,2005,Male,15 years old and over,1.466666666666667,Hours per day,2022,Sem Informação
Argentina,Latin America and the Caribbean,2010,Male,15 years old and over,1.583333333333333,Hours per day,2022,Sem Informação
Argentina,Latin America and the Caribbean,2013,Male,15 years old and over,2.219664216041565,Hours per day,2022,1.0
Bhutan,Central and Southern Asia,2015,Male,15 years old and over,1.416666666666667,Hours per day,2022,1.0
Bolivia (Plurinational State of),Latin America and the Caribbean,2001,Male,15 years old and over,2.912067890167236,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2012,Male,15 years old and over,0.7283427268266678,Hours per day,2022,Sem Informação
Brazil,Latin America and the Caribbean,2017,Male,15 years old and over,1.23186168,Hours per day,2022,1.0
China,Eastern and South-Eastern Asia,2008,Male,15 years old and over,1.483333333333333,Hours per day,2022,Sem Informação
China,Eastern and South-Eastern Asia,2018,Male,15 years old and over,1.416666666666666,Hours per day,2022,1.0
Cuba,Latin America and the Caribbean,2001,Male,15 years old and over,1.283333333333333,Hours per day,2022,Sem Informação
Cuba,Latin America and the Caribbean,2016,Male,15 years old and over,2.99285712,Hours per day,2022,1.0
Dominican Republic,Latin America and the Caribbean,2016,Male,15 years old and over,0.9085461044311524,Hours per day,2022,1.0
Ecuador,Latin America and the Caribbean,2012,Male,15 years old and over,1.1332614888,Hours per day,2022,1.0
El Salvador,Latin America and the Caribbean,2010,Male,15 years old and over,1.882832050323486,Hours per day,2022,Sem Informação
El Salvador,Latin America and the Caribbean,2017,Male,15 years old and over,1.68702744,Hours per day,2022,1.0
Guatemala,Latin America and the Caribbean,2014,Male,15 years old and over,0.5658018887042999,Hours per day,2022,Sem Informação
Guatemala,Latin America and the Caribbean,2017,Male,15 years old and over,0.6252888672,Hours per day,2022,1.0
Honduras,Latin America and the Caribbean,2009,Male,15 years old and over,1.035342425107956,Hours per day,2022,1.0
"China, Hong Kong Special Administrative Region",Eastern and South-Eastern Asia,2013,Male,15 years old and over,0.8,Hours per day,2022,1.0
"China, Hong Kong Special Administrative Region",Eastern and South-Eastern Asia,2002,Male,15 years old and over,1.1,Hours per day,2022,Sem Informação
Hungary,Europe and Northern America,2000,Male,15 years old and over,2.65,Hours per day,2022,Sem Informação
Iran (Islamic Republic of),Central and Southern Asia,2009,Male,15 years old and over,1.25,Hours per day,2022,1.0
Lesotho,Sub-Saharan Africa,2003,Male,15 years old and over,1.483333333333333,Hours per day,2022,1.0
Malawi,Sub-Saharan Africa,2005,Male,15 years old and over,0.3,Hours per day,2022,1.0
Morocco,Northern Africa and Western Asia,2012,Male,15 years old and over,0.7166666666666667,Hours per day,2022,1.0
Panama,Latin America and the Caribbean,2011,Male,15 years old and over,1.8172417824,Hours per day,2022,1.0
Qatar,Northern Africa and Western Asia,2013,Male,15 years old and over,0.5333333333333333,Hours per day,2022,1.0
Réunion,Sub-Saharan Africa,2010,Male,15 years old and over,2.4,Hours per day,2022,1.0
Russian Federation,Europe and Northern America,2014,Male,15 years old and over,1.95,Hours per day,2022,1.0
Tunisia,Northern Africa and Western Asia,2006,Male,15 years old and over,0.65,Hours per day,2022,1.0
United Republic of Tanzania,Sub-Saharan Africa,2006,Male,15 years old and over,1.1,Hours per day,2022,1.0
Uruguay,Latin America and the Caribbean,2007,Male,15 years old and over,2.333333333333334,Hours per day,2022,Sem Informação
Uruguay,Latin America and the Caribbean,2013,Male,15 years old and over,2.010571897029877,Hours per day,2022,1.0
Algeria,Northern Africa and Western Asia,2012,Female,15 to 24 years old,6.8,Hours per day,2022,1.0
Argentina,Latin America and the Caribbean,2013,Female,15 to 24 years old,4.653931617736816,Hours per day,2022,1.0
Bolivia (Plurinational State of),Latin America and the Caribbean,2001,Female,15 to 24 years old,4.647059798240662,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2012,Female,15 to 24 years old,2.225026488304138,Hours per day,2022,Sem Informação
Brazil,Latin America and the Caribbean,2017,Female,15 to 24 years old,1.9693536,Hours per day,2022,1.0
China,Eastern and South-Eastern Asia,2018,Female,15 to 24 years old,1.283333333333333,Hours per day,2022,1.0
Dominican Republic,Latin America and the Caribbean,2016,Female,15 to 24 years old,3.891726837158203,Hours per day,2022,1.0
Ecuador,Latin America and the Caribbean,2012,Female,15 to 24 years old,2.9294184,Hours per day,2022,1.0
El Salvador,Latin America and the Caribbean,2010,Female,15 to 24 years old,5.266203045845032,Hours per day,2022,Sem Informação
El Salvador,Latin America and the Caribbean,2017,Female,15 to 24 years old,4.0390536,Hours per day,2022,1.0
Estonia,Europe and Northern America,2000,Female,15 to 24 years old,3.466666666666666,Hours per day,2022,Sem Informação
Estonia,Europe and Northern America,2010,Female,15 to 24 years old,2.333333333333334,Hours per day,2022,1.0
Guatemala,Latin America and the Caribbean,2014,Female,15 to 24 years old,3.454437017440796,Hours per day,2022,Sem Informação
Guatemala,Latin America and the Caribbean,2017,Female,15 to 24 years old,4.0381872,Hours per day,2022,1.0
Honduras,Latin America and the Caribbean,2009,Female,15 to 24 years old,4.339869260787964,Hours per day,2022,1.0
Panama,Latin America and the Caribbean,2011,Female,15 to 24 years old,3.042355200000001,Hours per day,2022,1.0
Qatar,Northern Africa and Western Asia,2013,Female,15 to 24 years old,1.183333333333333,Hours per day,2022,1.0
North Macedonia,Europe and Northern America,2015,Female,15 to 24 years old,1.383333333333333,Hours per day,2022,1.0
Uruguay,Latin America and the Caribbean,2013,Female,15 to 24 years old,2.783677697181702,Hours per day,2022,1.0
Algeria,Northern Africa and Western Asia,2012,Male,15 to 24 years old,0.9,Hours per day,2022,1.0
Argentina,Latin America and the Caribbean,2013,Male,15 to 24 years old,2.39880645275116,Hours per day,2022,1.0
Bolivia (Plurinational State of),Latin America and the Caribbean,2001,Male,15 to 24 years old,2.743594229221344,Hours per day,2022,1.0
Brazil,Latin America and the Caribbean,2012,Male,15 to 24 years old,0.5445186048746109,Hours per day,2022,Sem Informação
Brazil,Latin America and the Caribbean,2017,Male,15 to 24 years old,0.8355815999999998,Hours per day,2022,1.0
China,Eastern and South-Eastern Asia,2018,Male,15 to 24 years old,0.4,Hours per day,2022,1.0
Dominican Republic,Latin America and the Caribbean,2016,Male,15 to 24 years old,0.718264389038086,Hours per day,2022,1.0
Ecuador,Latin America and the Caribbean,2012,Male,15 to 24 years old,0.7481471999999999,Hours per day,2022,1.0
El Salvador,Latin America and the Caribbean,2010,Male,15 to 24 years old,1.216715812683105,Hours per day,2022,Sem Informação
El Salvador,Latin America and the Caribbean,2017,Male,15 to 24 years old,1.4441472,Hours per day,2022,1.0
Estonia,Europe and Northern America,2000,Male,15 to 24 years old,1.683333333333333,Hours per day,2022,Sem Informação
